text,label
göz oxşayan dı 😍,1
"Salam, Birmarket magazasindan elde etdim, original ve problemsiz👍

Cox sag olun Birmarket🔥",1
ela,1
"çox bəyəndim, təmiz yuyur",1
Çhox yaxşhıdı beyendim,1
hər şey yaxsidi amma cek yox idi,1
ela,1
Yaxshidir,1
əladi,1
super,1
ela,1
Belede,0
"Məhsul gözlədiyimdən də süper, çıxdı həmdə orijinal .10 baldan 10 👍",1
👍🏽👍🏽👍🏽 çox ela,1
Paketləmə əla məhsulun tarixi yenidir👍,1
hemiwe burdan aliram dukanlardan secilir raziyam,1
Cox gözəl idmət,1
хороший порошок.,1
оооочень классный порошок 😍😍😍Не то что в маркетах поделка,1
Çox keyfiyyətli! Super,1
superdi,1
Elaa,1
əla çox qəşəng,1
çox gözəl.keyfiyyət əla.almağa dəyər.qiyməti isə münasib.,1
əla,1
çox sağ olun əla idi,1
👍əla,1
əla,1
super,1
elaaaa,1
yaxşıdı,1
sadece mükemmel,1
əla,1
Superdi orginal,1
Çox keyfiyyətli.Təşəkkürlər,1
çox yaxşıdır yenidən aldim,1
elaaaa..orginalidir,1
"2 paçka aldım qiyməti sərfəlidi,həm də orginal məhsuldu.",1
Super!,1
indeksi 8001090767264. ancağ üzərində iran yazıları doludu bilmirəm irandı nədi bu ariel,0
Вроде похож на оригинал,1
Супер,1
"qiyməti ucuzdur, vaxtında çatdırıldı",1
Hər şey əladır👍👍👍,1
əlaaa,1
супер спасибо большое,1
Əladı,1
"Довольна покупкой, запах понравился 😻",1
Ela beyendim,1
ela,1
Ela dir her zaman burdan aıiram,1
çox yaxşı,1
yaxşıdır paltarları temiz edir.amma az kopur,1
Cox beyendim.,1
əlaa,1
yaxsidir orijinaldir,1
Heç bir problem olmadan düzgün çatdırıldı,1
ətridə yaxsidir,1
"əla həm ucuz,həmdə pulsuz çatdırılma",1
çox yaxşı tamda gözlədiyim kimi gəldi,1
Çox uyqun qiymetdi,1
çox sərfəlidi,1
əla,1
əladı bəyəndik,1
cox yaxsidi,1
Xarabdı,0
çox çox bəyəndim təşəkür edirəm birmarket çox sevindim ki bizde de bucür satış mümkün oldu Trendyol kimi ela super,1
Yaxşıdır,1
"сойдёт, за эту цену,",1
Mukemmel,1
yaxşıdı,1
çox qəşəngdi,1
çox keyfiyyətsiz məhsuldur,0
Almağa dəyməz,0
super,1
çox gözəl tövsiyyə edirəm,1
əla saatdır,1
ideal birsheydi,1
Aldim razi qaldim,1
yaxşı dı,1
Əlaaaa,1
Ela,1
Eladir👍👍,1
əladır almağa dəyər,1
yaxşdı,1
Super almağa dəyər,1
bomba kimi Qeseng di süper,1
Yaxşı məhsuldu qiymətinə görə dəyər👍🏻,1
məhsul işləmir ayaqa vuran isiqlar  yanmir hec masinin üstünə qurasdirmadim sadəcə taxdim yoxladım məhsulu qaytariram yenisin göndərin,0
Çox yaxşıdı almaga deyer🤌🏻,1
Salam. Əladır Almağa Dəyər,1
"bu gün məhsulu yaxın məntəqədən götürdüm, yoxladın işləməsi də pultu da aladır, Bu qiymətə çox yaxşıdır.",1
əla isleyir. her şey qaydasindadir. bəyəndim.,1
Mən aldım çox gözəl oldu vallah iydi,1
pultu normal iwlemir.qowmadim,0
super,1
super 👍,1
usb atabtırı ilə gəlmir. çox pisdir!!!),0
Qiymətinə görə münasibdir. Görünüşdə super. normal işləyir. Bəyəndim,1
Narmal işləyir pultu zəifdi,1
pultu işləmir və məhsul mənə dəyərindən baha təqdim edilib 🤦🏻‍♂️,0
"Əladı, tam sağlam gəldi məhsul",1
Salam aldım heç yaxşı işləmir qızır çox qızır leddəri isdifadəsiz hala gəlib 1 cə dəfə isdifadə etmişəm,0
problemsiz geldi,1
"yaxşı işləyir, amma usb ilə deyil",1
quraşdırıldı və artıq 5 gündü problemsiz işləyir. Almağa dəyər,1
Sevə sevə aldım təsüf ki işləmir,0
çox qəşəng məhsuldur amma isdifadə edərkən məncə yanınızda iki tərfəli band olsun,1
əla,1
çox gözəl görünür,1
"Test etdim, əladı.",1
çox yaxşı məhsuldu👍,1
Super məhsuldur mən maşında yox evdə  istifadə edirəm hər yerdə istifadə oluna bilər. super maldır🔥,1
Eladi,1
İlk öncə pultun işləmədiyini düşündüm amma işləyirmiş. Sadəcə düzgün yerə tutmaq lazımdır)) musiqi ritimləri ilə uyuşması əladır 👍🏻,1
işləmədi,0
ƏLA,1
Cox beğendim,1
aldım və keyfiyyətlidir,1
Çox Pis Aldım İşləmədi,0
çox gözəl hər şey əla,1
ela,1
cox gözeldi,1
çox yaxşıdı səsə reaksiya rejimi belə var,1
çox gözəl dir tövsiyə edirem,1
cox əla bəyəndim,1
Isigi cox zeifdi almiyin,0
Çox gözəl,1
super,1
məhsul çox pisdi pult işdəmir ..zaydi,0
çox əla Biden puntun daşi osa lap yaxşı olardi,1
yene ele cemi 1 defe yandi. söndü sonra bloku yararsiz hala duwdu iwlemedi,0
eladi 👍🏻 pultnan olmagi zordu. ama zajiqalka yerine kecmeyinin yerine usb basliqla olsa  ela olardi. yenede qeweydi 👍🏻,1
qesengdi rahat qurasdirilir  1 menfi odurki pultun dasi cr1220 cetin tapilir,1
cox pis ne ozu islemir nede pultu.,0
super,1
"salam,2 ədəd sifariş etdim ki , Birden biri işləməz,hər ikisi işləmir Çox pis sifariş etməyin burdan.",0
pultu işləmir,0
səliqəli təhvil verildi və  hər sey işləkdir.👍 təşəkkür,1
qəti şəkildə almayın pultu işləmir,0
şəkildəki kimidi.zajiqalka yerinə qoşmaq taxacaqda göndərilib.,1
puntu islemir,0
superdi,1
əladır hərşeyi işləkdir təşəkkürlər,1
Yaxşı ve işlek veziyyetde geldi.,1
Əla 1 həftədi aldığım heçbir problemi yoxdu,1
Təşəkkür,1
Yaxşıfıt,1
əlaaa,1
"Zay məhsul, heçnəyə xeyri yoxdur",0
çox agolun,1
"Almaq isteyenlere, bitme tarixi 16/01/2026 di",1
отличное средство...после еды обычно надувалась как шар...а теперь спокойно ..не понимаю почему негативные отзывы,1
"Не стоит своих денег , эффекта нет !!!!",0
Hec bir effekt gormedim.,0
Cox yaxsidi,1
Tam istediyimi kimi Təşəkkür edirəm,1
Спасибо!!!!!То что надо.👍,1
3 gün istifadədən sonra effekti his etdim. istifadəsidə cox rahatdır. ,1
ela,1
"Hər dəfə endimirdə olanda   6-7 birdən sifseiş edirəm. Bu səfər endirmdə tutum amma əvvəlki kehfiyyətə deyil, çoz gümankı artıa sifariş verməyəcəm",0
"Her zaman alib razi qaldigim, salfetlerin de axir ki zayini cixartdilar. Haqqinda evvelki sifarislerimde yaxsi rey bildirdiyim salfetler ucun teessuf hissi ile bele bir rey yazacagam. Cox yumsaq ve gozel qoxusu olan salfetleri son bir nece defedir ki endirimli qiymetle elde edirem ve netice cox teessuf ki, cox pis. Hem yumsaqliqdan eser elamet yoxdur, hem de qoxusu deyisib. Cox heyf!!!!",0
Əladii,1
Çox sevirəm bu salfeti qoxusu möhtəşəmdir. Qiymətidə endirimdə tuturam hər dəfə,1
Super nem salfetdir,1
çok gözel tarixide yerinde,1
Tövsiyə olunur.,1
gözəl qoxusu var,1
"möhtəşəm qiymət, yüksək keyfiyyət!",1
хорошо,1
yaxsdi,1
ela çox yumşaq ve rahat qiyməti də çox münasib təşəkkürlər birmarket 🌟🌟🌟🌟🌟,1
👍🏻👍🏻👍🏻,1
Супер,1
ela salfetlerdı,1
Əla cox bəyəndim,1
Super,1
qiymət əla,1
əladır beyendim,1
Bir sözlə mükəmməl həm qoxu həm keyfiyyət baxımından,1
cox eladi cox beyendim,1
Əla qiymət,1
"очень нравятся,постоянно тут покупаю их,цена самая выгодная в бирмаркет.благодарю 🙏 рекомендую 👍",1
Bu qiymətə çox superdir,1
Əladır Almağa Dəyər 😃👍,1
Əla …,1
Keyfiyyətlidir,1
"Nəmliliyi də,ətri də əladir.Marketlərdə daha bahadir qiyməti.Burdan almaq daha sərfəlidir.Ən əsası da digər salfetlər kimi keyfiyyətsiz,quru deyil",1
yaxşı,1
bəyəndik,1
"все отлично,благодарю 🙏",1
Qiymət ve keyfiyyət yaxsidir,1
Bu qiymətə bu məhsuldan əlası yoxdur mükəmməl məhsuldur qiyməti ucuzdur məhsulda əladır,1
Хорошие салфетки,1
Normal kreslodu. Heç bir defekti olmadan gəldi. Amma biraz eni balacadır nəzərə alın,1
Super əla,1
Bəyənmədim rəngi yaşıla çalır,0
Oturacaq hissəsində süzülmüş hissələr və ləkə var. Kaliteli gəlmədi,0
Əladır həqiqətən kuryer tərəfindən çatdırıldı superdir bəyəndim yaxşıdır tövsiyə edirəm ala bilərsiniz,1
əla,1
əla,1
Əla😍👍🏻,1
"çox bəyəndim super,👍Eynən şəkildəki kimi şəffaf və sağlam gəldu Təşəkkür edirəm",1
Elaaaa,1
Caydanin görunuşunə söz yox! Ama alanda mutləq yoxlayin qusurlu olmasin ! Ve ilk defe qaynar su tokende az tokun gozleyin qizsin şuşə sonra elave edin qalan suyu! İstifade ederken ehtyatlı olunmalıdır çunku zerif şuşədir tez sinir ! Teşəkkurlər Birmarket !,1
cox qewengdir,1
Əla gəldi,1
Əla,1
"красивый чайник,все в восторге",1
Cox keyfiyetlidi,1
Ela problemsiz sağlam halda geldi və qiyməti munasib təşəkkürlər😊,1
əla👍,1
əla seçimdir,1
çox qəşəydi bəyəndim,1
Очень качественный чайник !,1
Yaxşı,1
yaxşıdı 👍🏻,1
Dayanıqlı və funksional 👍🏻,1
Super,1
Super,1
"bu qiymətə yaxşıdı.4.50q...qapağı da kip oturur.sadəcə nazikdi şüşə.qorxursan ki, əlində qırılar..",1
Əla,1
çox keyfiyyətlidir👍,1
Super!,1
Əla,1
👍👍ela,1
cox gozeldi,1
Çox yaxşıdır 2ədəd sifariş verdim sadəcə birinin qapağı yaxşı sıxılmır,1
супер! рекомендую 👍 благодарю 🙏,1
Çox sağolun super,1
yaxşıdı,1
Çoox superdir,1
Əladır,1
əladı bəyəndim,1
Çox bəyəndim👍🏻👍🏻👍🏻👍🏻,1
superdi almaga deyer,1
Orta coxda beyenmedim,0
beyendik,1
Məhsul düşündüyüm kimi əladır,1
принесли очень аккуратно и безопасно они очень удобные и прочные я их 2раз покупаю,1
əla,1
keyfiyyəti yaxşı deyildi.,0
Çox gözəl gəldi,1
cox balacadi,0
Cox qeseydi elə bilirdim suzgecde özundedi amma yox imiş,1
Cox qeşeng men beyendim super,1
Чайник очень хороший. Завариваю с удовольствием. Никаких проблем нет.,1
отличный чайник.  красивый стильный и очень  удобный,1
Çox yaxşı mən bəyəndim 👍👍,1
ela,1
co əla,1
çox qəşəng xoşuma gəldi👍🏻,1
cox beyendim,1
çox yaxşı bəyəndik,1
Cox rahat geldi. Cox sagolun.,1
Yaxşı idi,1
❤️ благодарю,1
çooox qəşəng bəyəndim,1
Təşəkkürlər 🥰 Çox bəyəndim❤️,1
Əladı,1
superdi həqiqətən,1
Superr.,1
Ela,1
Gewengdi👍🏼,1
super,1
əla,1
məhsul saglam gəldi yaxşidr bəyəndim,1
"Чайник хороший , особенно за такую цену ! НО ! Кулек который принесли ппц как пах духами , настолько сильно что мы чуть не задохнулись , пришлось все комнаты открыть чтоб запах ушел , и то все еще стоит !",1
bəyəndin. tşklər  birmarket 🫠,1
ela beyendim,1
mehsul 2 eded sifariş etdim biri defekt cixdi nece qaytarmaq olar?,0
çox gözel çaydandi.Inshallah uzun ömürlü olar.,1
хороший чайник за хорошую цену👍🏻,1
əlaaaa,1
"Sağlam gəldi, bəyəndim👍🏻",1
Əla👍🏼 Endirimli qiymete aldım və çox razı qaldım)),1
coox əla,1
cox beyedim ela😍,1
mehsul yaxsidi ama icinin demri olmadan getirmisdiler,0
əla,1
eladi çox bəyəndim qiymət münasib özü gözəl yenə alacam təşəkkürlər,1
cox gözeldi,1
çox bəyəndim qiymətə görə çox yaxşıdı,1
Qəşəng,1
çox bəyənərək istifadə edirəm endirim olan kimi 2 ədəd sifariş verdim,1
elaaa,1
çox qesencdi,1
yaxşıdı iri caynikdi,1
çox bəyəndim,1
keyfiyyetli mehsuldu,1
ela super,1
ela,1
"heç 3 ay deyil aldığım, artıq xarab olub",0
cox gozel damqirat cixdi,1
hec bir ay iwlemedi,0
super,1
Əladır,1
супер лекарство,1
Razi qaldiq 👍🏻,1
lövhə vaxtında və keyfiyyətli gəldi,1
Super,1
super,1
mükəmməl,1
super ela Balakən rayonuna vurdurdum ela geldi təşəkkürlər,1
Çox keyfiyyətlidir. Tövsiyyə edirəm 👍👍,1
supper olduğu kimi keyfiyyətli çatırılmada əla,1
"tam isdediyim olcude , seliqeli, catdirildi.Tewekkur edirem🤗",1
əla👍,1
Əla,1
"Хорошая доска. симпатичные серебряные грани, не как у всех, черные",1
qiymətə görə çox sərfəlidir.,1
"Sağlam çatdırıldı, razı qaldım. Keyfiyyətini istifadə etdikcə biləcəm.",1
Качественный товар. Своих денег стоит.,1
Заказом довольна,1
хороший один открыла вышел оди в халате другие не открыла еще,1
Əla idi,1
Əladır balaca çox bəyəndi təşəkkürlər ❤️,1
çox sagolun,1
çox əla bəyəndim razı qaldım,1
Will cixdi mohdesem,1
"в наличии были последний 5 яиц, заказала 3, выпал уилл, он наконец выпал, очень благодарна бирмаркету🥹❤️",1
Nadir personajlar da çıxdı,1
ela.ferqli oyuncaqlar çıxdı,1
Çox qəşəng paketlənmişdi😍təşəkkürlər!,1
"Cox sag olun,mehsul elimize tam saglam sekilde catdi.Icerisinden Will ve demogorgan cixdi.Cox sevindik.🫶🏻",1
Супер мне Макс вышла и Стив оди и еще Макс из изнанки,1
Супер,1
super  nam ponravilos xoroşiye .,1
Əla amma təkrarlar çıxdı,1
"покупала 3 штуки по Маната 30 гопик отдала 10 манат,попались игрушки все одинаковые",0
Kupila 3 wtuki i ni odnoy povtorki🤗,1
Qizim cox beyendi yene almag istedim teesufki qalmayib yene getirseniz cox sevinerem,1
"Möhtəşəm! 24 ədəd Korobkada çatdırıldı! 
Tapmadığım personajların hamısı çıxdı 🥹🙏🏻 
Bircə Will qaldı😭",1
Kuryer vaxtında gəldi. Heç bir problem olmadı. 4 ulduz verirem. Təşəkkürlər Bir market.,1
хороший товар 🤙,1
Восхитительно выпали самые редкие игрушки всем советую купить стоит своих денег,1
имбаа правда Лукас попался целых три раза,1
"кайф, ни одной повторки, спасибо",1
Ən pisləri çıxdı,0
"əla, nəhayət ala bildim 👍🏻👍🏻👍🏻👍🏻",1
Təkrar çox az çıxdı.Çox bəyəndkk,1
ненси попалась мне понравилось 🫶🏻,1
Спасибо большое,1
Çoxx razı qaldım,1
"К сожалению мне выпали не те игрушки которые я хотела,но я оставляю 5 звезд потому что они лучшего качества( и вообще всё что заказывайте в Бир маркете всё лучшее)",1
Класссс!!,1
Təşəkkürlər birmarket. Digər mağazalardan fərqli olaraq öz qiymətinə və sürətli şəkildə çatdırılma etdiniz,1
Babatdır,1
👏👏👏mohtesemsiz,1
"6 eded aldim. 2 steve, 2 eleven (upside down), 2 dombiliqorqon cixdi",1
Əla!,1
çox saqolun❤️,1
videoda göründüyü kimi deyil gərək 2 dəfə cilalayasanki cızıqlar itə ən xırda cızıqlardan gedir söhbət oda 250 ml ilə etmək mümkünsüzdür ən az 300 ml olmalıydı,0
Duzgun istifade eden ucun cox eladir,1
Zəyif effektli deyil ciziqlari aradan qaldırmır. video da göründüyü kimi effektli deyil,0
əla,1
super. cox keyfiyyetli mehsuldur.,1
çox qəşəngdi.her zaman alıram.,1
Uşaq bəyənir,1
Çox qeşeydir uşaqlar severek yeyirler.Oglumun iştahi aclib bu vitaminden sora,1
Vaxtindan once catdirilma ve original mehsul.Baliq yagi icmeyen qizimiz Easy Fishoil sayesinde baliq yagini cox sevdi👍,1
Necə bayılır uşaqlar buna👍🏻👍🏻dadı və keyfiyyəti👍🏻,1
Əla😍😍,1
Heqiqeten cox effektlidir Ilk qutudan ferqi hiss etmek olur🥰,1
super,1
İlk fürsətdə yenidən sifariş verəcəm. balıq yağının spesifik qoxusunun olmaması və jelibon şəklində olması uşaqların həvəslə yeməsinə imkan yaradır.,1
əladı 4 ədəd goturdum,1
Orginal,1
"götürdüm təşəkkür edirik, eladi",1
məhsul yaxşı geldi heç bir problemi yoxdur,1
tam orijinal mehdul geldi.,1
"заказала сыну 4 года, ему вкус очень понравился, очень рада, что там и д3 витамин есть. Мы покупкой давольны",1
детям очень понравилось,1
çox gözeldi beyendim,1
"интересная форма выпуска - небольшие желейные шайбочки, ребенок с удовольствием употребяет.",1
razıyam,1
uşaqiarımın 2side bu balıq yağını çox sevdiler günde seve seve özleri isdeyirler 😊,1
çox yaxşı təşəkkürlər.,1
Zoohouse.azdan 2 məhsul sifariş verdim və sadəcə 1 məhsul göndərilib. 2 məhsulun pulunu ödədim,0
Спасибо за быструю доставку и за приятный подарочек от магазина ❤️❤️❤️,1
классный! советую! нам его прописали в ветеринарной клинике,1
ela,1
"Все отлично, так как они иногда пропадают с лавок, и срок годности на месте.",1
Super,1
Çox gözəldi,1
"salam calişin caspian mobile almiyin qusurlu acilmiiş mehsul gönderirler,birmarket əla qeri qaytarma 4gun icinde oldu",0
supər,1
yaxşıdır beyendim vaxtinda geldi bagli qutuda meslehet gorurem,1
Dəniz telecomdan almışam süperdi,1
Gözəl hər kəsə tövsiyə edirəm,1
Çox razı qaldım boş zamanlarımda zövq ala bildiyim ve maraqlı oyunlar var ❤️🙏🏻🙏🏻,1
Qaydasında çalışır,1
Super,1
"Yaxşı vəziyyətdə  gəldi. Hər şey işləyir, superdir",1
"Məhsul tam gəldi, amma bir dəfə tğmizləmə etdikdən sonra Delonghi qırmızı bildiriş işığı yanmağa davam etdi. Anlamadım maşındadı problem ya bu vasitə yaxşı təmizləmədi",1
"Долго откладывала чистку, пока кофе не начал заметно горчить, а напор струи стал слабее. Решила попробовать это средство и не прогадала.Супер!
👍👍👍",1
идеальное средство,1
"мне очень понравилось, уже два раза очистила кофеаппарат",1
her wey qaydasinda qablawdirma yaxwi idi,1
Yaxşı,1
"bereketli mehsuldu ,razı qaldım ,rahat təmizləyir aparatı",1
"Хорошее средство, хорошая цена",1
əla,1
"əladır.amma diskli vurduq,disqisiz gəldi",1
Mənə qara rəngi gəldi əladır,1
"Kitabda xəta var  22 səhifədən sonra 91-ci səhifə gəlir, 90-cı səhifədən sonra isə 23",1
cox faydali movzuda yazilan kitabdir.Tovsiye edirem,1
Supper,1
"Məhsul tam istədiyim kimi gəldi çatdı və heç bir problem yaşanmadı, təşəkkürlər Birmarket 🙏",1
"Olduqca yaxşı bir kitabdır, hər kəsin oxumasını tövsiyə edirəm.",1
"все очень понравилось! И доставка,и упаковка, и качество, 👍!",1
День Добрый! БЛАГО ДАРЮ за Красивую Творческую Работу! Рекомендую!,1
Əladı .Qoxusu çox gözəldi,1
Ne agartmir nede qesheh qoxu vermir,0
elaa,1
товар хороший всё есть для работы,1
sifariş etdiyim mal bu şəkildəki olsada göndərilən çinin ən zəif malıdır. bir daha birmarketdən istifadə etməyəcəm,0
Ela süper,1
Hələki yaxşıdır.,1
Yaxşıdı,1
средне,0
Əla,1
Əla,1
Yaxşıdı,1
salam.cox gözəl məhsuldur.hamiya məsləhət görülür.,1
yaxşıdı,1
yaxsidi orta mehsuldu amma qiymetide ortadi tam desek qiymet performans mehsuldu,1
Orta seviyeli mehsuldu. Ama idare etmek olar.,1
Orda xususiyyetlerinde eyilme bucaqi 15 derece yazib ele bir shey yoxdu ondan da elave qacis lentinin uzerinde leke var,0
"Для своей цены очень хорош,программы работают безупречно.110 кг массы спокойно взял,пока работает безупречно",1
"super, respect",1
Təzik Ölçən VZN Medical Əladır Almağ Dəyər Hamıya Məsləhət Görürəm Aparatı Qoşan Kimi Türkçə Danışır Təyziq Ölçən Aparat İşləyib Qurtaranda Türkçə Hərşeyi Deyir 😃👍👍👍👍👍,1
"работает ,все нормально",1
"əladır, qurulması rahatdı.",1
çoox pisdi məsləhət görmürəm,0
"süper əladır bəyəndim 10 güdü heç problemi yoxdu tavsiye edirəm, 🤌🤌🤌🤌🤌",1
cox superdi,1
əla məhsuldur bəyəndim çatdırılmasıda çox tez oldu,1
yola verir amma çox səs küy edir. 100kg götürməli idi guya 80 kiloyam oturanda əsir .,0
xoşuma gəlmədi,0
yaxşıdır,1
qiymətə görə normal saymaq olar pis deyil,1
Bu qiymətə əladır. Təzə başlayanlar üçün normal olacaq. Amma professional məşqlər üçün daha bahalı model məsləhət görərdim.,1
Mükəmməl məhsuldur. Çatdırılma vaxtında və tez oldu Təşkilatçılara təşəkkür edirəm,1
qiymətinə görə çox yaxşıdı👍,1
"хороший велотренажёр, компактный как раз для домашних тренировок",1
Əla.,1
Неплохие,1
super,1
"Отличные таблетки, не оставляют разводов на посуде",1
cox gozel yuyur. qoxuda yoxdur. ela,1
"Qabları cox təmiz yudu, ela.",1
Cox razi qaldim,1
"Новые таблетки растворимые что очень удобно и не нужно вскрывать пакетик. 
Спасибо. Они отличные!",1
keyfiyyətli və münasib,1
Хорошая альтернатива финишу и фейри изза запахов невозможно было открывать дверцу посудомойки,1
Уже не раз покупаю👍,1
большое спасибо!,1
"çox bəyəndim, təşəkkürlər",1
Bəyəndimmm əladı😊,1
Alın əladır tükü tökülmür,1
Heqiqeten çoxx qeşeydi. Ve içinde balaca öz qabida var.,1
Superdir tukleri tokulmur 🫶,1
Cooox beyenddmm,1
Tonalniy üçün əladı,1
çox geseng gəldi. fircalrkn türklərində tökülmə kimi bir şey yxodu. keyfiyyətli gəlir,1
Bu gün aldım çoxx gözəl şotkalardır təşəkkürlər Birmarket 😍,1
super super özünün qabı olmağı vopşe gözəldi,1
Yaxsidir tonal kremini yaxsi oturdur,1
👍👍👍,1
yaxsidi amma  razmer sehvliyi var,0
qaytarmaq isdiyirem,0
superdir👍keyfiyetlidirrr👍🤩,1
yaxsidi,1
Моя собака очень любит этот корм. Напишите где взять мне счет фактуру,1
Qiymətinə görə çəkisidə çoxdu doyuruculuğuda,1
"Əla tozsorandır, səsi az, güclü",1
Хороший корм эконом класса с курицей для взрослых собак.,1
Собаке понравился. Напишите мне чек пришлете,1
çox pis məhsuldu təhvil alanda işləmirdi zaryatkaya qoydum yenə işləmir tövsiyə eləmirəm,0
pisdir xoşuma gəlmədi,0
yaxsi deyil almayin,1
ela.titresimi isdediyin qeder qura bilersen.,1
yaxsidi,1
ela cox geweydi evde hami masaj edir aparatnan super.,1
Норм,1
Normal,1
yaxşıdır,1
çox yaxşı,1
yaxşı,1
Pambıq tərkibli keyfiyyəti yaxşı corabdı,1
yaxşıdır amma nazikdir.,1
vallah qiymetine gore cox eladir,1
cox eladi gozdediyimdende yaxwi cixdi  bu qiymete superdi,1
Qiyməti münasib və qiymətinə görə çoox gözəldir bəyəndim super,1
eladir cox razi qaldim..,1
Ə'la,1
Əla çox razı qaldım,1
"yaxşıdır, bəyəndim",1
ela,1
məhsuldan razı qaldım,1
çox razı qaldım,1
Qiymətinə əladı İşləyir.,1
pis deyil işləyir,1
məhsul yaxşıdır.Amma içən kimi toxluq hiss olunur yemək istənilmir kimi sözlər yalandır.axsam acqarına bir litr su ilə icilse belə yemək istəyin öldürmür.,1
"Товар получила в целости сохранности, спасибо всем.",1
"məhsul yaxşıdır,kuryer çatdırılması qənaətbəxş deyil,telefonla əlaqə birtərəflidir,zəng etmək olmur,bu da məni çox narazı saldı",1
Qiymətinə görə keyfiyyətli məhsuldur.,1
Eladi rahatdi yumsagdi,1
"Cox gozeldir,yupyumsag ve en esasi olcusu boyukdur.",1
əladı,1
Çox bəyəndim. Rahat və şık,1
çox bəyəndim mükemmel,1
əla👍,1
Очень хорошие 2 подушки по отличной цене.,1
"yaxşıdı, yumşaqdı amma 2 3 aya məncə içliyi yatacaq, cünki çox yumşaqdı",1
ela,1
co gesey paduskadi qiymetide pis deyil,1
əla yumuşaq çox sağolun 🥰,1
"keyfiyyətli məhsul çıxıb, razıyam",1
"8 həftə qəbul etdım təsiri superr tez tez tərləyirdim oynaqlarımda ağrılar sızıltılar olurdu hamsını aradan qaldırdı
D analizim 9 cıxmışdı 8 həftə istifadədən sonra kecen hefte analız verdim  bügün cavabı çıxıb D səviyyəsi 73 qalxıb çox razıyam 
Artıq ilk həftədən təsirini ciddi şəkildə hiss etdim hamıya məsləhət görürəm effekti əladır",1
"Bir qutu istifadə etdim çox əla təsir etdi saç tökülməyimi dayandırdı, halsızlıqı əzginliyimi tamamilə apardı özümü daha enerjili gümrah hiss edirəm iki qutuda əlavə sifariş etdim anam və yoldaşım üçün
Çox sagolun hərkəsə tövsiyə edirəm",1
Dörd flakonun dördü də ağzından axıdır. Vaxtım olsa idi qaytarardım özünüzə. Satdığınız məhsula baxın nə satırsınız😡,0
"D vitaminim 0 idi bir ay istifadə etdim 34 olub halsızlığım, tərləməyim, sümüklərin sızıldamasını tamamilə apardı çox razı qaldım. İndi ikinci ay istifadə edəcəm 2 qutu əlavə sifariş etdim yoldaşıma həm də uşaqlar üçün. çox sağolun məmnun qaldım",1
beyendim,1
məmnunam,1
"yaxşıdır,hər səhər qızım içir",1
pis deyil,1
Cox gozel almaga deyer,1
çox super məhsuldu  50 dənə maşın ətiri istifadə elemişem bunun kimisi yoxdu.,1
Super,1
Super,1
Məhsulun içi yarıboş vəziyyətdə idi və təzə qablaşdırma təəssüratı yaratmırdı. Məhsulun qalıq miqdarı 0 səviyyəsində idi. Ümumi keyfiyyət baxımından olduqca qənaətbəxş deyil.,0
əla və keyfiyyətli mal.,1
Yaxşıdır,1
Cox beyendim,1
Yaxsidir,1
Bashligi qiriq idi.. bele amma superdi,0
"Bu nece şeydir? Bella.az Çox pis işleyirsiz, görün baxın bir men Hansı rengi sifariş vermişem, her üreyiniz istedi göndermeyin camaataaaaaa. Çoxxxxx pisssssss",1
yaxşıdı,1
qalıcılığı yaxşıdı,1
товар  понравилась  рекомендую  спасибо продавцу 👍😊,1
super,1
çox gözəl məhsuldu çox bəyəndim piqmenti və asan yayilmağı qəşəngdi 🌸,1
Çox gəşəng piqmenti varr rəngidə özüdü axıı,1
Əla. Xoşum gəldi. Rəngi də tam istədiyim kimidir,1
Yaxsidir beyenildi,1
Super,1
rəngi coox aciqidi,0
bu qiymətə dəymir,0
Mükəmməl,1
"hərkəsə tövsiyyə edirəm çox əla məhsuldur ,yığcam və daşına bilən qablaşdırmada ,çoxlu rəng seçimi ,təşəkkür",1
Uşaqlar üçün əladır,1
нормально !),1
Salam heç dediyiviz kimi deyil iyisi qalmır ureyimce olmadı,0
çox gözəl ətri və qalıcılığı möhtəşəmdi pulum .olsa böyük flakonda alardım yəqin ki tezliklə alaram hər ətiri bəyənən deyildim bunu bəyəndim qablaşmasıda əladı sağ olsunlar,1
50 qəpiklik ətirlərin qoxusu gəlir. 10 manata çox bahadı,0
Əla,1
Superr,1
2 həftə bunnan qabaq alib vurdum ustume helede etri qalib,1
heç xosum gelmedi ne iyi ne qablasmasi bunu nece geri qaytarmaq olar?,0
"qoxusu qalıcı və xoşa gələndir,bəyəndim.",1
yaxsidi reisin etri,1
"qoxu yaxşıdı, qalıcılığı yaxşı olsa yenə alacağam",1
Əla,1
əla,1
Покупаю уже второй раз.,1
Məhsul qaydasında gəlib çatıb.Amma sertifikatın bitmə müddətinə 4 ay qalıb.,1
Super ancaq istifadə müddəti azdır,1
yaxşıdı,1
"Qiymətinə görə əladı. Bəzi çatışmazlığı var, kritik deyil ama.",1
Məhsul çox yaxşı vəziyyətdədir. Üstündə sertifikatı verilib və plombıda yerindədir. Almağı tövsiyə edirəm.,1
Sertikiatı və sənədləri qaydasındadır.,1
Məhsul tez çatdırıldı. Maşın üçün aldım normal görünür.,1
super.,1
avto 05 satıcısından aldım. yaxşıdır. maşında sabitləmək üçün heçnə yoxdur üzərində ama. nəzərə alı,1
